Location_ID,Event_ID,Observation_ID,Year,Start_Date,Territory_Name,Survey_Purpose,Analysis_Type,Territory_Type,Area_Type,Detection_Purpose,Detection_Result_Code,Detection_Result,PRFA_Detected,OBS_Stime,OBS_Ftime,Duration,Species,Detection,Adults,Fledglings,Nestlings,OtherAge,Num_Eggs,Territorial_Behav,Nest_Code
44,9965,13834,2005,2005-06-02T00:00:00Z,Pig Canyon,I&M Protocol,Fecundity,Territory,Non-core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 8:50:00,12/30/1899 10:20:00,12/30/1899 1:30:00,PRFA,1,1,3,0,NA,0,Yes,pig-3
156,6950,9675,2005,2005-06-01T00:00:00Z,South Chalone,Non-Core,Occupancy,Territory,Non-core,Presence,YP,Yes: No presence/full survey,No,12/30/1899 14:40:00,12/30/1899 15:55:00,12/30/1899 1:15:00,PRFA,0,0,0,0,NA,0,No,1-UNK
159,8133,11041,2005,2005-06-01T00:00:00Z,North Chalone Peak,I&M Protocol,Fecundity,Territory,Non-core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 11:38:00,12/30/1899 12:40:00,12/30/1899 1:02:00,PRFA,1,1,0,4,NA,0,Yes,nc-4
118,4327,14143,2005,2005-05-29T00:00:00Z,Machete Ridge,Core,Occupancy,Territory,Core,Presence,YP,Yes: No presence/full survey,No,12/30/1899 11:10:00,12/30/1899 13:15:00,12/30/1899 2:05:00,PRFA,0,0,0,0,NA,0,No,1-UNK
198,3504,11922,2005,2005-05-28T00:00:00Z,North Balconies,Core,Occupancy,Territory,Core,Presence,YP,Yes: No presence/full survey,No,12/30/1899 10:00:00,12/30/1899 11:00:00,12/30/1899 1:00:00,PRFA,0,0,0,0,NA,0,No,1-UNK
198,3504,10848,2005,2005-05-28T00:00:00Z,Crowley Towers,I&M Protocol,Fecundity,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 10:00:00,12/30/1899 11:00:00,12/30/1899 1:00:00,PRFA,1,1,0,1,NA,0,Yes,ct-1
198,3504,14271,2005,2005-05-28T00:00:00Z,Tugboat,I&M Protocol,Fecundity,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 10:00:00,12/30/1899 11:00:00,12/30/1899 1:00:00,PRFA,1,1,0,0,NA,-999,Yes,tug-1
36,5483,10627,2005,2005-05-27T00:00:00Z,Little Pinnacles,I&M Protocol,Fecundity,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 8:55:00,12/30/1899 9:50:00,12/30/1899 0:55:00,PRFA,1,0,0,2,NA,0,Yes,lp-2
139,5379,15897,2005,2005-05-27T00:00:00Z,Upper Condor Gulch,Core,Occupancy,Territory,Core,Presence,YP,Yes: No presence/full survey,No,12/30/1899 10:45:00,12/30/1899 12:07:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
208,5612,10446,2005,2005-05-26T00:00:00Z,D. Soto Canyon,I&M Protocol,Fecundity,Territory,Non-core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 18:20:00,12/30/1899 20:10:00,12/30/1899 1:50:00,PRFA,1,2,0,3,NA,0,Yes,ds-2
12,4352,14266,2005,2005-05-25T00:00:00Z,Narrows East Fork of Marion Canyon,I&M Protocol,Fecundity,Territory,Non-core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 13:10:00,12/30/1899 13:40:00,12/30/1899 0:30:00,PRFA,1,0,0,4,NA,0,Yes,narr-1
84,9541,13941,2005,2005-05-23T00:00:00Z,Canyon North of Willow Springs,I&M Protocol,Occupancy,Territory,Non-core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 11:58:00,12/30/1899 13:05:00,12/30/1899 1:07:00,PRFA,0,0,0,0,NA,0,No,1-UNK
159,5105,13881,2005,2005-05-22T00:00:00Z,North Chalone Peak,I&M Protocol,Fecundity,Territory,Non-core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 11:55:00,12/30/1899 13:15:00,12/30/1899 1:20:00,PRFA,1,1,0,4,NA,0,Yes,nc-4
57,6980,10110,2005,2005-05-21T00:00:00Z,Drywall,I&M Protocol,Occupancy,Territory,Non-core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 10:48:00,12/30/1899 10:49:00,12/30/1899 0:01:00,PRFA,1,1,0,0,NA,0,Yes,dry-2
57,6980,10826,2005,2005-05-21T00:00:00Z,Drywall,I&M Protocol,Fecundity,Territory,Non-core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 11:05:00,12/30/1899 13:35:00,12/30/1899 2:30:00,PRFA,1,1,0,1,NA,0,Yes,dry-2
57,6980,11263,2005,2005-05-21T00:00:00Z,Drywall,I&M Protocol,Fecundity,Territory,Non-core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 11:07:00,12/30/1899 13:07:00,12/30/1899 2:00:00,PRFA,1,1,0,1,NA,0,Yes,dry-2
29,3475,9670,2005,2005-05-20T00:00:00Z,Goat Rock,I&M Protocol,Fecundity,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 13:00:00,12/30/1899 13:28:00,12/30/1899 0:28:00,PRFA,1,0,0,3,NA,0,Yes,goat-2
29,3475,14244,2005,2005-05-20T00:00:00Z,Egg,I&M Protocol,Fecundity,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 12:40:00,12/30/1899 13:28:00,12/30/1899 0:48:00,PRFA,1,0,0,4,NA,0,Yes,egg-1
109,4221,1906,2005,2005-05-20T00:00:00Z,Upper Condor Gulch,I&M Protocol,Occupancy,Territory,Core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 10:30:00,12/30/1899 12:25:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
109,4221,900,2005,2005-05-20T00:00:00Z,Central High Peaks,I&M Protocol,Occupancy,Territory,Core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 10:30:00,12/30/1899 12:25:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
109,4221,15888,2005,2005-05-20T00:00:00Z,Hawkins Peak,Core,Occupancy,Territory,Core,Presence,YP,Yes: No presence/full survey,No,12/30/1899 10:30:00,12/30/1899 12:25:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
28,8405,10653,2005,2005-05-19T00:00:00Z,Crowley Towers,I&M Protocol,Fecundity,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 15:40:00,12/30/1899 16:53:00,12/30/1899 1:13:00,PRFA,1,0,0,3,NA,0,Yes,ct-1
146,3957,14367,2005,2005-05-19T00:00:00Z,North Balconies,I&M Protocol,Occupancy,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 17:30:00,12/30/1899 19:20:00,12/30/1899 2:32:00,PRFA,1,2,0,0,NA,0,Yes,1-UNK
188,8242,9151,2005,2005-05-18T00:00:00Z,Frog/Hand,I&M Protocol,Occupancy,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 13:50:00,12/30/1899 15:12:00,12/30/1899 1:22:00,PRFA,1,1,0,0,NA,0,Yes,1-UNK
175,6217,15887,2005,2005-05-18T00:00:00Z,Prescribed Burn Cliffs,Core,Occupancy,Territory,Core,Presence,YP,Yes: No presence/full survey,No,12/30/1899 15:40:00,12/30/1899 18:16:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
134,4373,12815,2005,2005-05-16T00:00:00Z,Pig Canyon,I&M Protocol,Fecundity,Territory,Non-core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 15:05:00,12/30/1899 16:02:00,12/30/1899 0:57:00,PRFA,1,0,0,3,NA,0,Yes,pig-3
130,9801,13078,2005,2005-05-12T00:00:00Z,Goat Rock,I&M Protocol,Fecundity,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 11:23:00,12/30/1899 13:30:00,12/30/1899 2:07:00,PRFA,1,1,0,3,NA,0,Yes,goat-2
198,4675,10729,2005,2005-05-11T00:00:00Z,North Balconies,I&M Protocol,Occupancy,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 14:17:00,12/30/1899 15:17:00,12/30/1899 1:00:00,PRFA,1,2,0,0,NA,0,Yes,1-UNK
208,4305,13222,2005,2005-05-11T00:00:00Z,D. Soto Canyon,I&M Protocol,Fecundity,Territory,Non-core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 16:50:00,12/30/1899 18:05:00,12/30/1899 1:15:00,PRFA,1,2,0,3,NA,0,Yes,ds-2
198,1825,2557,2005,2005-05-11T00:00:00Z,Tugboat,I&M Protocol,Fecundity,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 10:30:00,12/30/1899 15:17:00,12/30/1899 4:47:00,PRFA,1,2,0,0,NA,-999,Yes,tug-1
198,1825,2546,2005,2005-05-11T00:00:00Z,North Balconies,I&M Protocol,Occupancy,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 14:17:00,12/30/1899 15:17:00,12/30/1899 1:00:00,PRFA,1,2,0,0,NA,0,Yes,1-UNK
3,5629,9205,2005,2005-05-10T00:00:00Z,North Balconies,I&M Protocol,Occupancy,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 12:20:00,12/30/1899 15:09:00,12/30/1899 2:49:00,PRFA,1,2,0,0,NA,0,Yes,1-UNK
191,8190,12351,2005,2005-05-10T00:00:00Z,South Balconies,I&M Protocol,Occupancy,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 16:03:00,12/30/1899 16:50:00,12/30/1899 0:47:00,PRFA,1,1,0,0,NA,0,Yes,1-UNK
75,8991,13800,2005,2005-05-10T00:00:00Z,Little Pinnacles,I&M Protocol,Fecundity,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 11:55:00,12/30/1899 12:45:00,12/30/1899 0:50:00,PRFA,1,1,0,2,NA,0,Yes,lp-2
28,9338,14107,2005,2005-05-05T00:00:00Z,Crowley Towers,I&M Protocol,Fecundity,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 13:50:00,12/30/1899 15:45:00,12/30/1899 1:55:00,PRFA,1,2,0,2,NA,0,Yes,ct-1
12,5096,11646,2005,2005-05-04T00:00:00Z,Narrows East Fork of Marion Canyon,I&M Protocol,Fecundity,Territory,Non-core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 17:05:00,12/30/1899 17:15:00,12/30/1899 0:10:00,PRFA,1,0,0,4,NA,0,Yes,narr-2
29,7064,10803,2005,2005-05-03T00:00:00Z,Goat Rock,I&M Protocol,Fecundity,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 16:02:00,12/30/1899 17:05:00,12/30/1899 1:03:00,PRFA,1,1,0,2,NA,0,Yes,goat-2
29,7064,14176,2005,2005-05-03T00:00:00Z,Egg,I&M Protocol,Fecundity,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 16:02:00,12/30/1899 17:05:00,12/30/1899 1:03:00,PRFA,1,1,0,4,NA,0,Yes,egg-1
109,7315,1528,2005,2005-05-03T00:00:00Z,Central High Peaks,I&M Protocol,Occupancy,Territory,Core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 14:22:00,12/30/1899 15:41:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
109,7315,373,2005,2005-05-03T00:00:00Z,Upper Condor Gulch,I&M Protocol,Occupancy,Territory,Core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 14:22:00,12/30/1899 15:41:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
109,7315,15886,2005,2005-05-03T00:00:00Z,Hawkins Peak,Core,Occupancy,Territory,Core,Presence,YP,Yes: No presence/full survey,No,12/30/1899 14:22:00,12/30/1899 15:41:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
84,1473,2550,2005,2005-05-02T00:00:00Z,Canyon North of Willow Springs,I&M Protocol,Occupancy,Territory,Non-core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 15:03:00,12/30/1899 17:10:00,12/30/1899 2:07:00,PRFA,1,2,0,0,NA,0,Yes,1-UNK
57,4969,14290,2005,2005-05-01T00:00:00Z,Drywall,I&M Protocol,Fecundity,Territory,Non-core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 14:40:00,12/30/1899 15:50:00,12/30/1899 1:10:00,PRFA,1,1,0,0,NA,-999,Yes,dry-2
175,6734,13418,2005,2005-04-30T00:00:00Z,Scout Peak,I&M Protocol,Occupancy,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 14:52:00,12/30/1899 15:13:00,12/30/1899 0:21:00,PRFA,1,1,0,0,NA,0,Yes,1-UNK
175,6734,13396,2005,2005-04-30T00:00:00Z,Prescribed Burn Cliffs,I&M Protocol,Occupancy,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 14:05:00,12/30/1899 16:11:00,12/30/1899 2:06:00,PRFA,1,3,0,0,NA,0,Yes,1-UNK
146,6728,12999,2005,2005-04-26T00:00:00Z,North Balconies,I&M Protocol,Occupancy,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 15:30:00,12/30/1899 16:55:00,12/30/1899 1:25:00,PRFA,1,2,0,0,NA,0,Yes,1-UNK
181,6349,10302,2005,2005-04-25T00:00:00Z,Little Pinnacles,I&M Protocol,Fecundity,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 13:09:00,12/30/1899 13:28:00,12/30/1899 0:19:00,PRFA,1,1,0,0,NA,-999,Yes,lp-2
113,9438,10949,2005,2005-04-25T00:00:00Z,Tugboat,I&M Protocol,Fecundity,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 11:55:00,12/30/1899 16:31:00,12/30/1899 4:36:00,PRFA,1,2,0,0,NA,-999,Yes,tug-1
113,9438,11200,2005,2005-04-25T00:00:00Z,North Balconies,I&M Protocol,Occupancy,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 13:55:00,12/30/1899 16:31:00,12/30/1899 2:36:00,PRFA,1,1,0,0,NA,0,Yes,1-UNK
208,5799,12661,2005,2005-04-25T00:00:00Z,D. Soto Canyon,I&M Protocol,Fecundity,Territory,Non-core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 17:40:00,12/30/1899 18:27:00,12/30/1899 0:47:00,PRFA,1,1,0,5,NA,0,Yes,ds-2
113,9438,14029,2005,2005-04-25T00:00:00Z,Crowley Towers,I&M Protocol,Occupancy,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 13:55:00,12/30/1899 16:31:00,12/30/1899 2:36:00,PRFA,1,2,0,0,NA,0,Yes,1-UNK
113,9438,14300,2005,2005-04-25T00:00:00Z,Tugboat,I&M Protocol,Occupancy,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 13:55:00,12/30/1899 16:31:00,12/30/1899 2:36:00,PRFA,1,1,0,0,NA,0,Yes,1-UNK
157,8819,13967,2005,2005-04-25T00:00:00Z,North Balconies,I&M Protocol,Occupancy,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 13:00:00,12/30/1899 13:23:00,12/30/1899 0:23:00,PRFA,1,1,0,0,NA,0,Yes,1-UNK
37,5841,15885,2005,2005-04-25T00:00:00Z,NE Sec 15,Non-Core,Occupancy,Territory,Non-core,Presence,YP,Yes: No presence/full survey,No,12/30/1899 11:10:00,12/30/1899 12:28:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
156,4650,9294,2005,2005-04-24T00:00:00Z,South Chalone,I&M Protocol,Occupancy,Territory,Non-core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 17:50:00,12/30/1899 18:40:00,12/30/1899 0:50:00,PRFA,1,2,0,0,NA,0,Yes,1-UNK
66,4510,13412,2005,2005-04-24T00:00:00Z,North Chalone Peak,I&M Protocol,Fecundity,Territory,Non-core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 15:00:00,12/30/1899 15:46:00,12/30/1899 0:46:00,PRFA,1,1,0,0,NA,0,Yes,nc-4
70,6933,11678,2005,2005-04-23T00:00:00Z,North Balconies,I&M Protocol,Occupancy,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 14:35:00,12/30/1899 15:27:00,12/30/1899 0:52:00,PRFA,1,1,0,0,NA,0,Yes,1-UNK
44,7824,11411,2005,2005-04-23T00:00:00Z,Pig Canyon,I&M Protocol,Fecundity,Territory,Non-core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 11:25:00,12/30/1899 12:15:00,12/30/1899 0:50:00,PRFA,1,1,0,0,NA,-999,Yes,pig-3
70,6933,13704,2005,2005-04-23T00:00:00Z,Crowley Towers,I&M Protocol,Occupancy,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 14:35:00,12/30/1899 15:00:00,12/30/1899 0:25:00,PRFA,1,1,0,0,NA,0,Yes,1-UNK
29,7526,11238,2005,2005-04-22T00:00:00Z,Egg,I&M Protocol,Fecundity,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 13:28:00,12/30/1899 14:16:00,12/30/1899 0:48:00,PRFA,1,1,0,0,NA,2,Yes,egg-1
29,7526,13123,2005,2005-04-22T00:00:00Z,Goat Rock,I&M Protocol,Fecundity,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 12:00:00,12/30/1899 14:16:00,12/30/1899 2:16:00,PRFA,1,1,0,0,NA,-999,Yes,goat-2
54,9750,15896,2005,2005-04-22T00:00:00Z,Upper Condor Gulch,Core,Occupancy,Territory,Core,Presence,YP,Yes: No presence/full survey,No,12/30/1899 10:25:00,12/30/1899 11:20:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
192,4067,13706,2005,2005-04-18T00:00:00Z,Willow Spring Slide,I&M Protocol,Occupancy,Territory,Non-core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 11:45:00,12/30/1899 13:10:00,12/30/1899 1:25:00,PRFA,0,0,0,0,NA,0,No,1-UNK
66,5464,10480,2005,2005-04-15T00:00:00Z,North Chalone Peak,I&M Protocol,Fecundity,Territory,Non-core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 14:50:00,12/30/1899 15:33:00,12/30/1899 0:43:00,PRFA,1,1,0,0,NA,-999,Yes,nc-4
222,6083,13893,2005,2005-04-14T00:00:00Z,Narrows East Fork of Marion Canyon,I&M Protocol,Fecundity,Territory,Non-core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 13:50:00,12/30/1899 14:00:00,12/30/1899 0:10:00,PRFA,1,1,0,0,NA,-999,Yes,narr-2
198,6536,10614,2005,2005-04-11T00:00:00Z,North Balconies,I&M Protocol,Occupancy,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 15:20:00,12/30/1899 17:45:00,12/30/1899 2:25:00,PRFA,1,2,0,0,NA,0,Yes,1-UNK
198,4014,14279,2005,2005-04-11T00:00:00Z,Tugboat,I&M Protocol,Fecundity,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 18:05:00,12/30/1899 19:20:00,12/30/1899 1:15:00,PRFA,1,2,0,0,NA,-999,Yes,tug-1
152,738,2539,2005,2005-04-11T00:00:00Z,Tugboat,I&M Protocol,Occupancy,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 14:44:00,12/30/1899 19:26:00,12/30/1899 4:42:00,PRFA,1,2,0,0,NA,0,Yes,tug-1
152,738,2589,2005,2005-04-11T00:00:00Z,North Balconies,I&M Protocol,Fecundity,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 14:44:00,12/30/1899 19:26:00,12/30/1899 4:42:00,PRFA,1,2,0,0,NA,-999,Yes,nb-3
152,738,2570,2005,2005-04-11T00:00:00Z,Crowley Towers,I&M Protocol,Fecundity,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 14:44:00,12/30/1899 19:26:00,12/30/1899 4:42:00,PRFA,1,1,0,0,NA,-999,Yes,ct-1
40,405,15884,2005,2005-04-11T00:00:00Z,Mating Rocks,Non-Core,Occupancy,Territory,Non-core,Presence,YP,Yes: No presence/full survey,No,12/30/1899 14:30:00,12/30/1899 19:15:00,,PRFA,0,0,0,0,NA,0,,1-UNK
57,8687,14371,2005,2005-04-10T00:00:00Z,Drywall,I&M Protocol,Fecundity,Territory,Non-core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 16:13:00,12/30/1899 16:35:00,12/30/1899 0:22:00,PRFA,1,1,0,0,NA,-999,Yes,dry-2
155,6303,10067,2005,2005-04-09T00:00:00Z,Little Pinnacles,I&M Protocol,Fecundity,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 16:35:00,12/30/1899 18:05:00,12/30/1899 1:30:00,PRFA,1,1,0,0,NA,-999,Yes,lp-2
208,3413,11049,2005,2005-04-09T00:00:00Z,D. Soto Canyon,I&M Protocol,Fecundity,Territory,Non-core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 9:25:00,12/30/1899 10:28:00,12/30/1899 1:03:00,PRFA,1,1,0,0,NA,-999,Yes,ds-2
40,4036,11367,2005,2005-04-09T00:00:00Z,Mating Rocks,I&M Protocol,Occupancy,Territory,Non-core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 14:59:00,12/30/1899 18:06:00,12/30/1899 3:07:00,PRFA,1,1,0,0,NA,0,Yes,1-UNK
40,4036,13358,2005,2005-04-09T00:00:00Z,North Balconies,I&M Protocol,Occupancy,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 14:59:00,12/30/1899 18:06:00,12/30/1899 3:07:00,PRFA,1,1,0,0,NA,0,Yes,1-UNK
188,5309,15883,2005,2005-04-09T00:00:00Z,Frog/Hand,Core,Occupancy,Territory,Core,Presence,YP,Yes: No presence/full survey,No,12/30/1899 14:00:00,12/30/1899 15:05:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
192,2129,762,2005,2005-04-07T00:00:00Z,Canyon North of Willow Springs,I&M Protocol,Occupancy,Territory,Non-core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 11:35:00,12/30/1899 16:54:00,,PRFA,1,2,0,0,NA,0,Yes,1-UNK
192,2129,2562,2005,2005-04-07T00:00:00Z,Willow Spring Slide,I&M Protocol,Occupancy,Territory,Non-core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 11:35:00,12/30/1899 16:54:00,12/30/1899 5:19:00,PRFA,1,2,0,0,NA,0,Yes,1-UNK
29,5080,13004,2005,2005-04-06T00:00:00Z,Egg,I&M Protocol,Fecundity,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 13:40:00,12/30/1899 14:46:00,12/30/1899 1:06:00,PRFA,1,1,0,0,NA,-999,Yes,egg-1
29,5080,11349,2005,2005-04-06T00:00:00Z,Goat Rock,I&M Protocol,Fecundity,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 13:40:00,12/30/1899 14:46:00,12/30/1899 1:06:00,PRFA,1,1,0,0,NA,-999,Yes,goat-2
109,9400,1548,2005,2005-04-06T00:00:00Z,Central High Peaks,I&M Protocol,Occupancy,Territory,Core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 12:10:00,12/30/1899 13:13:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
109,9400,2353,2005,2005-04-06T00:00:00Z,Upper Condor Gulch,I&M Protocol,Occupancy,Territory,Core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 12:10:00,12/30/1899 13:13:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
109,9400,15882,2005,2005-04-06T00:00:00Z,Hawkins Peak,Core,Occupancy,Territory,Core,Presence,YP,Yes: No presence/full survey,No,12/30/1899 12:10:00,12/30/1899 13:13:00,,PRFA,0,0,0,0,NA,0,b,1-UNK
152,7029,11327,2005,2005-04-05T00:00:00Z,Crowley Towers,I&M Protocol,Fecundity,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 17:16:00,12/30/1899 18:00:00,12/30/1899 0:44:00,PRFA,1,2,0,0,NA,-999,Yes,ct-1
152,8211,12883,2005,2005-04-05T00:00:00Z,North Balconies,I&M Protocol,Occupancy,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 18:10:00,12/30/1899 19:30:00,12/30/1899 1:20:00,PRFA,1,1,0,0,NA,0,Yes,1-UNK
152,8211,1838,2005,2005-04-05T00:00:00Z,Crowley Drainage,I&M Protocol,Occupancy,Territory,Non-core,Unknown,YP,Yes: No presence/full survey,No,12/30/1899 15:45:00,12/30/1899 19:30:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
130,8119,9163,2005,2005-04-03T00:00:00Z,Goat Rock,I&M Protocol,Fecundity,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 14:15:00,12/30/1899 15:37:00,12/30/1899 1:22:00,PRFA,1,2,0,0,NA,-999,Yes,goat-2
130,8119,15880,2005,2005-04-03T00:00:00Z,Resurrection Wall,Core,Occupancy,Territory,Core,Presence,YP,Yes: No presence/full survey,No,12/30/1899 13:55:00,12/30/1899 15:37:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
163,1001,15879,2005,2005-04-03T00:00:00Z,Pipsqueak Pinnacles,Core,Occupancy,Territory,Core,Presence,YP,Yes: No presence/full survey,No,12/30/1899 12:19:00,12/30/1899 13:17:00,,PRFA,0,0,0,0,NA,0,No,1-UNK
109,5146,15881,2005,2005-04-03T00:00:00Z,Hawkins Peak,Core,Occupancy,Territory,Core,Presence,YP,Yes: No presence/full survey,No,12/30/1899 16:30:00,12/30/1899 17:30:00,,PRFA,0,0,0,0,NA,0,,1-UNK
15,4319,12144,2005,2005-04-01T00:00:00Z,Pig Canyon,I&M Protocol,Fecundity,Territory,Non-core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 9:35:00,12/30/1899 10:45:00,12/30/1899 1:10:00,PRFA,1,2,0,0,NA,-999,Yes,pig-3
40,9587,10252,2005,2005-03-31T00:00:00Z,Mating Rocks,I&M Protocol,Occupancy,Territory,Non-core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 12:40:00,12/30/1899 17:35:00,12/30/1899 4:55:00,PRFA,1,2,0,0,NA,0,Yes,1-UNK
40,12428,11977,2005,2005-03-31T00:00:00Z,Crowley Towers,I&M Protocol,Occupancy,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 13:50:00,12/30/1899 14:09:00,12/30/1899 0:19:00,PRFA,1,3,0,0,NA,0,Yes,ct-1
40,7685,13042,2005,2005-03-31T00:00:00Z,Willow Spring Slide,I&M Protocol,Occupancy,Territory,Non-core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 14:20:00,12/30/1899 17:04:00,12/30/1899 2:44:00,PRFA,1,1,0,0,NA,0,Yes,1-UNK
36,9071,14366,2005,2005-03-30T00:00:00Z,Little Pinnacles,I&M Protocol,Fecundity,Territory,Core,Unknown,YR,Yes: Raptor status confirmed,Yes,12/30/1899 10:42:00,12/30/1899 14:20:00,12/30/1899 3:38:00,PRFA,1,2,0,0,NA,-999,Yes,lp-2
