Site_Year,Area_Type,v01,v02,v03,v04,v05,v06,v07,v08,v09,v10,v11,v12,v13,v14,v15,v16,v17,v18
Pig Canyon_2007,Non-core,1,1,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pig Canyon_2008,Non-core,1,0,0,1,1,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA
Pig Canyon_2009,Non-core,0,1,1,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA
Pig Canyon_2010,Non-core,0,0,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pig Canyon_2011,Non-core,0,0,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pig Canyon_2012,Non-core,0,1,0,1,1,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA
Pig Canyon_2013,Non-core,0,1,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pig Canyon_2014,Non-core,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Pig Canyon_2015,Non-core,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pig Canyon_2016,Non-core,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pig Canyon_2017,Non-core,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pig Canyon_2018,Non-core,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pig Canyon_2019,Non-core,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pig Canyon_2020,Non-core,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pig Canyon_2021,Non-core,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pipsqueak Pinnacles_2007,Core,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pipsqueak Pinnacles_2008,Core,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
Pipsqueak Pinnacles_2009,Core,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pipsqueak Pinnacles_2010,Core,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pipsqueak Pinnacles_2011,Core,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pipsqueak Pinnacles_2012,Core,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pipsqueak Pinnacles_2013,Core,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pipsqueak Pinnacles_2014,Core,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pipsqueak Pinnacles_2015,Core,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pipsqueak Pinnacles_2016,Core,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pipsqueak Pinnacles_2017,Core,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pipsqueak Pinnacles_2018,Core,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pipsqueak Pinnacles_2019,Core,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pipsqueak Pinnacles_2020,Core,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pipsqueak Pinnacles_2021,Core,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prescribed Burn Cliffs_2007,Core,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prescribed Burn Cliffs_2008,Core,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prescribed Burn Cliffs_2009,Core,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prescribed Burn Cliffs_2010,Core,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prescribed Burn Cliffs_2011,Core,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prescribed Burn Cliffs_2012,Core,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prescribed Burn Cliffs_2013,Core,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prescribed Burn Cliffs_2014,Core,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prescribed Burn Cliffs_2015,Core,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prescribed Burn Cliffs_2016,Core,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prescribed Burn Cliffs_2017,Core,0,0,1,1,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA
Prescribed Burn Cliffs_2018,Core,1,1,0,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prescribed Burn Cliffs_2019,Core,0,1,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prescribed Burn Cliffs_2020,Core,0,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prescribed Burn Cliffs_2021,Core,0,1,0,1,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resurrection Wall_2007,Core,0,0,0,0,1,2,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
Resurrection Wall_2008,Core,0,0,0,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Resurrection Wall_2009,Core,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resurrection Wall_2010,Core,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resurrection Wall_2011,Core,0,0,0,0,0,1,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA
Resurrection Wall_2012,Core,1,1,1,1,2,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA
Resurrection Wall_2013,Core,1,1,1,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA
Resurrection Wall_2014,Core,1,1,1,1,1,1,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
Resurrection Wall_2015,Core,1,1,1,1,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
Resurrection Wall_2016,Core,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
Resurrection Wall_2017,Core,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,NA,NA,NA
Resurrection Wall_2018,Core,0,1,1,1,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA
Resurrection Wall_2019,Core,1,1,1,1,1,1,2,2,2,2,2,2,2,NA,NA,NA,NA,NA
Resurrection Wall_2020,Core,0,1,1,1,1,2,1,1,2,2,2,2,2,2,NA,NA,NA,NA
Resurrection Wall_2021,Core,0,1,1,1,1,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scout Peak_2007,Core,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scout Peak_2008,Core,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Scout Peak_2009,Core,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scout Peak_2010,Core,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scout Peak_2011,Core,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scout Peak_2012,Core,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scout Peak_2013,Core,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scout Peak_2014,Core,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scout Peak_2015,Core,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scout Peak_2016,Core,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scout Peak_2017,Core,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scout Peak_2018,Core,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scout Peak_2019,Core,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scout Peak_2020,Core,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scout Peak_2021,Core,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Balconies_2007,Core,0,1,1,1,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
South Balconies_2008,Core,0,1,1,1,0,1,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA
South Balconies_2009,Core,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Balconies_2010,Core,1,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Balconies_2011,Core,1,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Balconies_2012,Core,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA
South Balconies_2013,Core,1,1,1,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA
South Balconies_2014,Core,0,1,1,1,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
South Balconies_2015,Core,0,1,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
South Balconies_2016,Core,0,0,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,NA
South Balconies_2017,Core,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,NA
South Balconies_2018,Core,0,1,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Balconies_2019,Core,0,0,1,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Balconies_2020,Core,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,NA,NA
South Balconies_2021,Core,0,1,1,1,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
South Chalone_2007,Non-core,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Chalone_2008,Non-core,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Chalone_2009,Non-core,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Chalone_2010,Non-core,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Chalone_2011,Non-core,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Chalone_2012,Non-core,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Chalone_2013,Non-core,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Chalone_2014,Non-core,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Chalone_2015,Non-core,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Chalone_2016,Non-core,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Chalone_2017,Non-core,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Chalone_2018,Non-core,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Chalone_2019,Non-core,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Chalone_2020,Non-core,1,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Chalone_2021,Non-core,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Wilderness Rock_2007,Non-core,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Wilderness Rock_2008,Non-core,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Wilderness Rock_2009,Non-core,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Wilderness Rock_2010,Non-core,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Wilderness Rock_2011,Non-core,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Wilderness Rock_2012,Non-core,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Wilderness Rock_2013,Non-core,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Wilderness Rock_2014,Non-core,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Wilderness Rock_2015,Non-core,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Wilderness Rock_2016,Non-core,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Wilderness Rock_2017,Non-core,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Wilderness Rock_2018,Non-core,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Wilderness Rock_2019,Non-core,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Wilderness Rock_2020,Non-core,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Wilderness Rock_2021,Non-core,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Teapot Dome_2007,Core,1,1,1,1,1,1,1,1,1,2,2,2,2,2,NA,NA,NA,NA
Teapot Dome_2008,Core,0,1,0,1,1,0,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Teapot Dome_2009,Core,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Teapot Dome_2010,Core,1,1,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Teapot Dome_2011,Core,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Teapot Dome_2012,Core,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Teapot Dome_2013,Core,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Teapot Dome_2014,Core,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Teapot Dome_2015,Core,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Teapot Dome_2016,Core,0,1,1,0,0,2,2,2,2,1,2,2,2,2,2,NA,NA,NA
Teapot Dome_2017,Core,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Teapot Dome_2018,Core,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Teapot Dome_2019,Core,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Teapot Dome_2020,Core,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Teapot Dome_2021,Core,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tugboat_2007,Core,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tugboat_2008,Core,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tugboat_2009,Core,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tugboat_2010,Core,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tugboat_2011,Core,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tugboat_2012,Core,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tugboat_2013,Core,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tugboat_2014,Core,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tugboat_2015,Core,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tugboat_2016,Core,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tugboat_2017,Core,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tugboat_2018,Core,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tugboat_2019,Core,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tugboat_2020,Core,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tugboat_2021,Core,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tunnel_2007,Core,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tunnel_2008,Core,1,0,0,0,0,1,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA
Tunnel_2009,Core,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tunnel_2010,Core,1,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tunnel_2011,Core,1,1,1,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tunnel_2012,Core,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tunnel_2013,Core,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tunnel_2014,Core,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tunnel_2015,Core,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tunnel_2016,Core,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tunnel_2017,Core,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tunnel_2018,Core,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tunnel_2019,Core,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tunnel_2020,Core,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tunnel_2021,Core,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Upper Bear Gulch_2007,Core,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Upper Bear Gulch_2008,Core,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Upper Bear Gulch_2009,Core,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Upper Bear Gulch_2010,Core,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Upper Bear Gulch_2011,Core,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Upper Bear Gulch_2012,Core,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Upper Bear Gulch_2013,Core,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Upper Bear Gulch_2014,Core,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Upper Bear Gulch_2015,Core,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Upper Bear Gulch_2016,Core,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Upper Bear Gulch_2017,Core,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Upper Bear Gulch_2018,Core,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Upper Bear Gulch_2019,Core,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Upper Bear Gulch_2020,Core,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Upper Bear Gulch_2021,Core,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Upper Condor Gulch_2007,Core,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Upper Condor Gulch_2008,Core,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Upper Condor Gulch_2009,Core,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Upper Condor Gulch_2010,Core,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Upper Condor Gulch_2011,Core,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Upper Condor Gulch_2012,Core,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Upper Condor Gulch_2013,Core,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Upper Condor Gulch_2014,Core,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Upper Condor Gulch_2015,Core,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Upper Condor Gulch_2016,Core,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Upper Condor Gulch_2017,Core,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Upper Condor Gulch_2018,Core,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Upper Condor Gulch_2019,Core,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Upper Condor Gulch_2020,Core,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Upper Condor Gulch_2021,Core,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Front_2007,Core,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Front_2008,Core,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Front_2009,Core,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Front_2010,Core,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Front_2011,Core,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Front_2012,Core,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Front_2013,Core,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Front_2014,Core,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Front_2015,Core,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Front_2016,Core,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Front_2017,Core,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Front_2018,Core,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Front_2019,Core,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Front_2020,Core,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Front_2021,Core,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Willow Spring Slide_2007,Non-core,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Willow Spring Slide_2008,Non-core,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Willow Spring Slide_2009,Non-core,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Willow Spring Slide_2010,Non-core,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Willow Spring Slide_2011,Non-core,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Willow Spring Slide_2012,Non-core,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Willow Spring Slide_2013,Non-core,0,0,1,1,1,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA
Willow Spring Slide_2014,Non-core,1,1,1,1,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
Willow Spring Slide_2015,Non-core,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
